State,County,Votes Biden,Votes Trump
Illinois,Woodford County,4664,11764
Indiana,Adams County,3236,10685
Indiana,Allen County,72825,91885
Indiana,Bartholomew County,12934,22409
Indiana,Benton County,1009,3007
Indiana,Blackford County,1376,3838
Indiana,Boone County,15244,22351
Indiana,Brown County,2996,5725
Indiana,Carroll County,2224,7086
Indiana,Cass County,4301,10551
Indiana,Clark County,23088,33656
Indiana,Clay County,2549,9498
Indiana,Clinton County,3361,9334
Indiana,Crawford County,1369,3499
Indiana,Daviess County,2169,9576
Indiana,Dearborn County,5433,19441
Indiana,Decatur County,2436,9570
Indiana,DeKalb County,4966,14237
Indiana,Delaware County,20328,26724
Indiana,Dubois County,6292,15032
Indiana,Elkhart County,25413,46311
Indiana,Fayette County,2237,7755
Indiana,Floyd County,17507,23385
Indiana,Fountain County,1627,6151
Indiana,Franklin County,2137,9691
Indiana,Fulton County,2274,6667
Indiana,Gibson County,4027,11817
Indiana,Grant County,8015,18543
Indiana,Greene County,3389,11103
Indiana,Hamilton County,88367,101563
Indiana,Hancock County,12821,28816
Indiana,Harrison County,5334,14542
Indiana,Hendricks County,32453,53688
Indiana,Henry County,5543,15043
Indiana,Howard County,13270,26400
Indiana,Huntington County,4254,13147
Indiana,Jackson County,4302,14555
Indiana,Jasper County,3798,11383
Indiana,Jay County,1926,6361
Indiana,Jefferson County,4732,9659
Indiana,Jennings County,2521,9488
Indiana,Johnson County,24729,51209
Indiana,Knox County,4067,11654
Indiana,Kosciusko County,8350,26476
Indiana,LaGrange County,2355,8110
Indiana,Lake County,124801,91733
Indiana,LaPorte County,22419,25991
Indiana,Lawrence County,4961,15601
Indiana,Madison County,19459,31153
Indiana,Marion County,247034,133902
Indiana,Marshall County,5712,13841
Indiana,Martin County,1011,4029
Indiana,Miami County,3235,10925
Indiana,Monroe County,39855,22062
Indiana,Montgomery County,4008,11874
Indiana,Morgan County,7777,27510
Indiana,Newton County,1509,4942
Indiana,Noble County,4660,14195
Indiana,Ohio County,750,2392
Indiana,Orange County,2224,6432
Indiana,Owen County,2419,7285
Indiana,Parke County,1503,5398
Indiana,Perry County,3202,5343
Indiana,Pike County,1415,4692
Indiana,Porter County,39537,44899
Indiana,Posey County,3811,9206
Indiana,Pulaski County,1463,4246
Indiana,Putnam County,3946,12278
Indiana,Randolph County,2512,8312
Indiana,Ripley County,2774,11261
Indiana,Rush County,1754,6035
Indiana,Scott County,2698,7328
Indiana,Shelby County,5023,14568
Indiana,Spencer County,3208,7354
Indiana,St. Joseph County,59870,53152
Indiana,Starke County,2650,7466
Indiana,Steuben County,4509,11322
Indiana,Sullivan County,2153,6687
Indiana,Switzerland County,964,3133
Indiana,Tippecanoe County,34993,34571
Indiana,Tipton County,1834,6110
Indiana,Union County,736,2687
Indiana,Vanderburgh County,34404,41838
Indiana,Vermillion County,2145,5184
Indiana,Vigo County,18080,24512
Indiana,Wabash County,3494,10762
Indiana,Warren County,974,3401
Indiana,Warrick County,11919,21324
Indiana,Washington County,2783,9112
Indiana,Wayne County,9524,17567
Indiana,Wells County,2928,10855
Indiana,White County,2868,7353
Indiana,Whitley County,4233,12856
Iowa,Adair County,1197,2917
Iowa,Adams County,590,1528
Iowa,Allamakee County,2575,4733
Iowa,Appanoose County,1889,4508
Iowa,Audubon County,1071,2292
Iowa,Benton County,5156,9179
Iowa,Black Hawk County,35621,29623
Iowa,Boone County,6293,8676
Iowa,Bremer County,5954,8287
Iowa,Buchanan County,4167,6418
Iowa,Buena Vista County,2919,5004
Iowa,Butler County,2423,5540
Iowa,Calhoun County,1469,3687
Iowa,Carroll County,3444,7720
Iowa,Cass County,2201,4968
Iowa,Cedar County,4336,6161
Iowa,Cerro Gordo County,10941,12435
Iowa,Cherokee County,1934,4489
Iowa,Chickasaw County,2230,4299
Iowa,Clarke County,1466,3140
Iowa,Clay County,2653,6126
Iowa,Clayton County,3339,6105
Iowa,Clinton County,10806,13349
Iowa,Crawford County,2211,4842
Iowa,Dallas County,26771,27882
Iowa,Davis County,1013,3032
Iowa,Decatur County,1117,2613
Iowa,Delaware County,3157,6666
Iowa,Des Moines County,8887,10589
Iowa,Dickinson County,3660,7432
Iowa,Dubuque County,25601,27153
Iowa,Emmet County,1520,3265
Iowa,Fayette County,3833,6139
Iowa,Floyd County,3168,4730
Iowa,Franklin County,1625,3420
Iowa,Fremont County,1078,2711
Iowa,Greene County,1768,3221
Iowa,Grundy County,2194,4911
Iowa,Guthrie County,1985,4272
Iowa,Hamilton County,2842,4956
Iowa,Hancock County,1682,4386
Iowa,Hardin County,2971,5842
Iowa,Harrison County,2439,5563
Iowa,Henry County,3264,6483
Iowa,Howard County,1772,3126
Iowa,Humboldt County,1439,3812
Iowa,Ida County,917,2876
Iowa,Iowa County,3546,6009
Iowa,Jackson County,4029,6940
Iowa,Jasper County,7813,12480
Iowa,Jefferson County,4314,4442
Iowa,Johnson County,59147,22918
Iowa,Jones County,4211,6569
Iowa,Keokuk County,1409,3785
Iowa,Kossuth County,2681,6244
Iowa,Lee County,6539,9763
Iowa,Linn County,70451,53098
Iowa,Louisa County,1726,3498
Iowa,Lucas County,1220,2981
Iowa,Lyon County,1065,5703
Iowa,Madison County,3126,6486
Iowa,Mahaska County,2879,8256
Iowa,Marion County,6170,12657
Iowa,Marshall County,8171,9564
Iowa,Mills County,2500,5572
Iowa,Mitchell County,2048,3665
Iowa,Monona County,1402,3234
Iowa,Monroe County,1078,2974
Iowa,Montgomery County,1583,3653
Iowa,Muscatine County,9372,10823
Iowa,O'Brien County,1567,5857
Iowa,Osceola County,600,2688
Iowa,Page County,2081,5314
Iowa,Palo Alto County,1518,3369
Iowa,Plymouth County,3483,10472
Iowa,Pocahontas County,932,2825
Iowa,Polk County,146173,106752
Iowa,Pottawattamie County,18570,26241
Iowa,Poweshiek County,4301,5645
Iowa,Ringgold County,708,1964
Iowa,Sac County,1383,4052
Iowa,Scott County,46890,43661
Iowa,Shelby County,1959,4697
Iowa,Sioux County,3017,15669
Iowa,Story County,28975,20200
Iowa,Tama County,3573,5299
Iowa,Taylor County,745,2459
Iowa,Union County,2049,4000
Iowa,Van Buren County,874,2867
Iowa,Wapello County,5818,9504
Iowa,Warren County,12537,17738
Iowa,Washington County,4558,6966
Iowa,Wayne County,727,2338
Iowa,Webster County,6604,10927
Iowa,Winnebago County,2123,3692
Iowa,Winneshiek County,5616,6234
Iowa,Woodbury County,18683,25700
Iowa,Worth County,1593,2732
Iowa,Wright County,1995,4135
Kansas,Allen County,1836,5486
Kansas,Anderson County,755,2848
Kansas,Atchison County,2311,4817
Kansas,Barber County,284,1992
Kansas,Barton County,2302,8480
Kansas,Bourbon County,1504,4906
Kansas,Brown County,1086,3202
Kansas,Butler County,8944,22200
Kansas,Chase County,341,1114
Kansas,Chautauqua County,212,1397
Kansas,Cherokee County,2154,6612
Kansas,Cheyenne County,220,1158
Kansas,Clark County,143,884
Kansas,Clay County,879,3120
Kansas,Cloud County,892,3178
Kansas,Coffey County,926,3403
Kansas,Comanche County,124,743
Kansas,Cowley County,4168,9438
Kansas,Crawford County,5971,9752
Kansas,Decatur County,208,1232
Kansas,Dickinson County,2040,7045
Kansas,Doniphan County,678,2947
Kansas,Douglas County,39413,16695
Kansas,Edwards County,267,1127
Kansas,Elk County,191,1130
Kansas,Ellis County,3621,9546
Kansas,Ellsworth County,639,2102
Kansas,Finney County,4145,7071
Kansas,Ford County,2924,5762
Kansas,Franklin County,3623,8326
Kansas,Geary County,3819,5191
Kansas,Gove County,163,1256
Kansas,Graham County,221,1052
Kansas,Grant County,497,1910
Kansas,Gray County,337,1871
Kansas,Greeley County,76,537
Kansas,Greenwood County,562,2397
Kansas,Hamilton County,134,684
Kansas,Harper County,301,1903
Kansas,Harvey County,6650,10013
Kansas,Haskell County,261,1103
Kansas,Hodgeman County,151,866
Kansas,Jackson County,1851,4434
Kansas,Jefferson County,3097,6167
Kansas,Jewell County,211,1369
Kansas,Johnson County,177875,151232
Kansas,Kearny County,255,1134
Kansas,Kingman County,742,3098
Kansas,Kiowa County,152,956
Kansas,Labette County,2607,5639
Kansas,Lane County,114,757
Kansas,Leavenworth County,13745,21370
Kansas,Lincoln County,266,1273
Kansas,Linn County,863,3940
Kansas,Logan County,185,1231
Kansas,Lyon County,5878,7381
Kansas,Marion County,1462,4377
Kansas,Marshall County,1239,3661
Kansas,McPherson County,3969,9519
Kansas,Meade County,261,1508
Kansas,Miami County,5133,12115
Kansas,Mitchell County,547,2454
Kansas,Montgomery County,3147,9768
Kansas,Morris County,721,2085
Kansas,Morton County,147,1004
Kansas,Nemaha County,920,4612
Kansas,Neosho County,1727,4794
Kansas,Ness County,147,1313
Kansas,Norton County,360,1975
Kansas,Osage County,2091,5589
Kansas,Osborne County,275,1590
Kansas,Ottawa County,504,2581
Kansas,Pawnee County,635,2028
Kansas,Phillips County,373,2855
Kansas,Pottawatomie County,3256,9246
Kansas,Pratt County,924,3087
Kansas,Rawlins County,214,1252
Kansas,Reno County,8563,17892
Kansas,Republic County,420,2172
Kansas,Rice County,946,3177
Kansas,Riley County,11939,11172
Kansas,Rooks County,332,2294
Kansas,Rush County,291,1425
Kansas,Russell County,591,2765
Kansas,Saline County,7942,15238
Kansas,Scott County,290,1991
Kansas,Sedgwick County,87951,115497
Kansas,Seward County,1736,3285
Kansas,Shawnee County,41997,39842
Kansas,Sheridan County,144,1237
Kansas,Sherman County,385,2220
Kansas,Smith County,328,1734
Kansas,Stafford County,355,1631
Kansas,Stanton County,147,607
Kansas,Stevens County,233,1731
Kansas,Sumner County,2549,7996
Kansas,Thomas County,642,4686
Kansas,Trego County,238,1341
Kansas,Wabaunsee County,956,2813
Kansas,Wallace County,44,762
Kansas,Washington County,458,2314
Kansas,Wichita County,147,803
Kansas,Wilson County,711,3111
Kansas,Woodson County,283,1189
Kansas,Wyandotte County,35566,18512
Kentucky,Adair County,1391,7275
Kentucky,Allen County,3031,12706
Kentucky,Anderson County,3339,9651
Kentucky,Ballard County,825,3356
Kentucky,Barren County,5115,14646
Kentucky,Bath County,1573,3986
Kentucky,Bell County,1789,8139
Kentucky,Boone County,19589,43840
Kentucky,Bourbon County,3292,6185
Kentucky,Boyd County,7024,14223
Kentucky,Boyle County,5001,8682
Kentucky,Bracken County,799,3397
Kentucky,Breathitt County,1301,4265
Kentucky,Breckinridge County,2350,7699
Kentucky,Bullitt County,10126,30338
Kentucky,Butler County,1078,4960
Kentucky,Caldwell County,1432,4905
Kentucky,Calloway County,5791,11342
Kentucky,Campbell County,19339,28465
Kentucky,Carlisle County,463,2159
Kentucky,Carroll County,1114,2947
Kentucky,Carter County,2641,8773
Kentucky,Casey County,960,6186
Kentucky,Christian County,8282,15060
Kentucky,Clark County,8665,17595
Kentucky,Clay County,430,6003
Kentucky,Clinton County,603,4280
Kentucky,Crittenden County,730,3449
Kentucky,Cumberland County,508,2769
Kentucky,Daviess County,17107,30922
Kentucky,Edmonson County,1227,4828
Kentucky,Elliott County,707,2240
Kentucky,Estill County,1354,5098
Kentucky,Fayette County,90566,58845
Kentucky,Fleming County,1470,5532
Kentucky,Floyd County,3855,12211
Kentucky,Franklin County,12650,12900
Kentucky,Fulton County,791,1605
Kentucky,Gallatin County,813,2947
Kentucky,Garrard County,1798,6526
Kentucky,Grant County,2200,8720
Kentucky,Graves County,3525,13144
Kentucky,Grayson County,2395,9445
Kentucky,Green County,915,4837
Kentucky,Greenup County,4855,13038
Kentucky,Hancock County,1346,3132
Kentucky,Hardin County,17811,29678
Kentucky,Harlan County,1491,9363
Kentucky,Harrison County,2398,6331
Kentucky,Hart County,1908,6345
Kentucky,Henderson County,7550,12653
Kentucky,Henry County,2119,5823
Kentucky,Hickman County,458,1714
Kentucky,Hopkins County,5421,15726
Kentucky,Jackson County,605,5450
Kentucky,Jefferson County,218944,147168
Kentucky,Jessamine County,8406,17003
Kentucky,Johnson County,1607,8446
Kentucky,Kenton County,31966,47973
Kentucky,Knott County,1410,4778
Kentucky,Knox County,2111,11010
Kentucky,Larue County,1502,5685
Kentucky,Laurel County,4464,23221
Kentucky,Lawrence County,1237,5633
Kentucky,Lee County,459,2159
Kentucky,Leslie County,446,4318
Kentucky,Letcher County,1729,7176
Kentucky,Lewis County,821,4983
Kentucky,Lincoln County,2247,8484
Kentucky,Livingston County,939,4010
Kentucky,Logan County,3083,9055
Kentucky,Lyon County,1092,3099
Kentucky,Madison County,15549,27336
Kentucky,Magoffin County,1213,4168
Kentucky,Marion County,2719,6110
Kentucky,Marshall County,4042,13249
Kentucky,Martin County,403,3496
Kentucky,Mason County,3317,8908
Kentucky,McCracken County,10582,21399
Kentucky,McCreary County,723,5663
Kentucky,McLean County,1068,3633
Kentucky,Meade County,3597,10161
Kentucky,Menifee County,743,2302
Kentucky,Mercer County,3029,8504
Kentucky,Metcalfe County,973,3957
Kentucky,Monroe County,643,4577
Kentucky,Montgomery County,3608,8966
Kentucky,Morgan County,1172,4297
Kentucky,Muhlenberg County,3539,10493
Kentucky,Nelson County,7164,15683
Kentucky,Nicholas County,954,2407
Kentucky,Ohio County,2403,8577
Kentucky,Oldham County,14476,22630
Kentucky,Owen County,1096,4292
Kentucky,Owsley County,215,1652
Kentucky,Pendleton County,1321,5514
Kentucky,Perry County,2350,8118
Kentucky,Pike County,4855,20272
Kentucky,Powell County,1281,3966
Kentucky,Pulaski County,5660,25437
Kentucky,Robertson County,252,883
Kentucky,Rockcastle County,1133,6576
Kentucky,Rowan County,3873,5990
Kentucky,Russell County,1329,7506
Kentucky,Scott County,10550,17750
Kentucky,Shelby County,7520,14631
Kentucky,Simpson County,2678,5885
Kentucky,Spencer County,2522,8726
Kentucky,Taylor County,2958,9373
Kentucky,Todd County,1202,4060
Kentucky,Trigg County,1788,5486
Kentucky,Trimble County,1012,3226
Kentucky,Union County,1527,4961
Kentucky,Warren County,21595,31388
Kentucky,Washington County,1619,4456
Kentucky,Wayne County,1700,7430
Kentucky,Webster County,1412,4506
Kentucky,Whitley County,2548,12564
Kentucky,Wolfe County,837,2097
Kentucky,Woodford County,6570,8605
Louisiana,Acadia Parish,5443,22596
Louisiana,Allen Parish,2108,7574
Louisiana,Ascension Parish,20397,40682
Louisiana,Assumption Parish,3833,7271
Louisiana,Avoyelles Parish,4979,12028
Louisiana,Beauregard Parish,2542,13575
Louisiana,Bienville Parish,3066,3891
Louisiana,Bossier Parish,15658,38065
Louisiana,Caddo Parish,54993,47927
Louisiana,Calcasieu Parish,25982,55062
Louisiana,Caldwell Parish,745,3976
Louisiana,Cameron Parish,324,3670
Louisiana,Catahoula Parish,1269,3541
Louisiana,Claiborne Parish,2731,3770
Louisiana,Concordia Parish,3177,5550
Louisiana,De Soto Parish,5446,9111
Louisiana,East Baton Rouge Parish,115533,88396
Louisiana,East Carroll Parish,1900,1080
Louisiana,East Feliciana Parish,4280,6064
Louisiana,Evangeline Parish,4158,11053
Louisiana,Franklin Parish,2658,6970
Louisiana,Grant Parish,1157,8117
Louisiana,Iberia Parish,11027,21250
Louisiana,Iberville Parish,8514,7893
Louisiana,Jackson Parish,2143,5394
Louisiana,Jefferson Davis Parish,3208,11423
Louisiana,Jefferson Parish,84438,105890
Louisiana,Lafayette Parish,39685,72518
Louisiana,Lafourche Parish,8668,36020
Louisiana,LaSalle Parish,574,6348
Louisiana,Lincoln Parish,7559,11311
Louisiana,Livingston Parish,9249,54870
Louisiana,Madison Parish,2654,1930
Louisiana,Morehouse Parish,4946,6510
Louisiana,Natchitoches Parish,6896,9358
Louisiana,Orleans Parish,147729,26645
Louisiana,Ouachita Parish,25905,42245
Louisiana,Plaquemines Parish,3413,7411
Louisiana,Pointe Coupee Parish,4683,7503
Louisiana,Rapides Parish,19472,38346
Louisiana,Red River Parish,1644,2413
Louisiana,Richland Parish,3225,6607
Louisiana,Sabine Parish,1731,8776
Louisiana,St. Bernard Parish,6151,11178
Louisiana,St. Charles Parish,9800,18233
Louisiana,St. Helena Parish,3346,2714
Louisiana,St. James Parish,6509,5954
Louisiana,St. John the Baptist Parish,13581,7538
Louisiana,St. Landry Parish,17371,23167
Louisiana,St. Martin Parish,8439,18203
Louisiana,St. Mary Parish,8054,14810
Louisiana,St. Tammany Parish,37744,99665
Louisiana,Tangipahoa Parish,18883,37799
Louisiana,Tensas Parish,1326,1195
Louisiana,Terrebonne Parish,11198,34339
Louisiana,Union Parish,2654,8406
Louisiana,Vermilion Parish,5009,21930
Louisiana,Vernon Parish,2897,14104
Louisiana,Washington Parish,5970,13307
Louisiana,Webster Parish,6172,11829
Louisiana,West Baton Rouge Parish,6200,7684
Louisiana,West Carroll Parish,710,4317
Louisiana,West Feliciana Parish,2298,3863
Louisiana,Winn Parish,1543,4617
Maine,Abbot,121,288
Maine,Acton,651,930
Maine,Addison,235,451
Maine,Albion,385,801
Maine,Alexander,73,224
Maine,Alfred,983,948
Maine,Allagash,74,95
Maine,Alna,320,174
Maine,Alton,0,0
Maine,Amherst,0,0
Maine,Amity,0,0
Maine,Andover,223,293
Maine,Anson,398,796
Maine,Appleton,478,407
Maine,Aroostook Cty Townships,1069,1141
Maine,Arrowsic,260,104
Maine,Arundel,1405,1347
Maine,Ashland,0,0
Maine,Athens,167,332
Maine,Atkinson,49,122
Maine,Auburn,6471,5426
Maine,Augusta,5248,4155
Maine,Aurora,0,0
Maine,Avon,0,0
Maine,Baileyville,239,421
Maine,Baldwin,350,623
Maine,Bangor,8575,5498
Maine,Bar Harbor,2678,804
Maine,Baring Plt.,0,0
Maine,Bath,3421,1540
Maine,Beals,0,0
Maine,Beaver Cove,0,0
Maine,Beddington,0,0
Maine,Belfast,2847,1259
Maine,Belgrade,993,1166
Maine,Belmont,259,319
Maine,Benton,607,984
Maine,Berwick,3186,1519
Maine,Bethel,1006,749
Maine,Biddeford,7019,3703
Maine,Bingham,215,349
Maine,Blaine,0,0
Maine,Blue Hill,1310,624
Maine,Boothbay,1229,922
Maine,Boothbay Harbor,814,545
Maine,Bowdoin,755,1079
Maine,Bowdoinham,1123,856
Maine,Bowerbank,0,0
Maine,Bradford,0,0
Maine,Bradley,378,485
Maine,Bremen,0,0
Maine,Brewer,2533,2568
Maine,Bridgewater,82,214
Maine,Bridgton,1656,1528
Maine,Brighton Plt.,0,0
Maine,Bristol,1275,808
Maine,Brooklin,426,189
Maine,Brooks,246,317
Maine,Brooksville,450,219
Maine,Brownfield,464,463
Maine,Brownville,280,467
Maine,Brunswick,9708,3729
Maine,Buckfield,436,636
Maine,Bucksport,1278,1481
Maine,Burlington,56,145
Maine,Burnham,0,0
Maine,Buxton,2416,2686
Maine,Byron,0,0
Maine,Calais,626,856
Maine,Cambridge,0,0
Maine,Camden,2931,832
Maine,Canaan,384,749
Maine,Canton,154,374
Maine,Cape Elizabeth,5349,1462
Maine,Caratunk,0,0
Maine,Caribou,1702,2262
Maine,Carmel,560,1183
Maine,Carrabassett Valley,348,164
Maine,Carroll Plt.,17,73
Maine,Carthage,0,0
Maine,Cary Plt.,0,0
Maine,Casco,1036,1184
Maine,Castine,346,136
Maine,Castle Hill,97,130
Maine,Caswell,0,0
Maine,Chapman,97,177
Maine,Charleston,164,580
Maine,Charlotte,0,0
Maine,Chebeague Island,0,0
Maine,Chelsea,605,917
Maine,Cherryfield,212,417
Maine,Chester,0,0
Maine,Chesterville,0,0
Maine,China,1107,1395
Maine,Clifton,0,0
Maine,Clinton,641,1096
Maine,Columbia,0,0
Maine,Columbia Falls,119,204
Maine,Cooper,0,0
Maine,Coplin Plt.,0,0
Maine,Corinna,363,847
Maine,Corinth,390,1147
Maine,Cornish,429,478
Maine,Cornville,283,471
Maine,Cranberry Isles,95,36
Maine,Crawford,0,0
Maine,Crystal,39,120
Maine,Cumberland,4074,1800
Maine,Cushing,424,520
Maine,Cutler,0,0
Maine,Cyr Plt.,0,0
Maine,Dallas Plt.,0,0
Maine,Damariscotta,980,463
Maine,Danforth,0,0
Maine,Dayton,582,756
Maine,Deblois,0,0
Maine,Dedham,545,582
Maine,Deer Isle,806,496
Maine,Denmark,404,392
Maine,Dennistown Plt.,0,0
Maine,Dennysville,0,0
Maine,Detroit,151,276
Maine,Dexter,617,1169
Maine,Dixfield,460,803
Maine,Dixmont,0,0
Maine,Dover-Foxcroft,914,1356
Maine,Dresden,542,580
Maine,Drew Plt.,0,0
Maine,Durham,1361,1333
Maine,Dyer Brook,40,106
Maine,Eagle Lake,197,256
Maine,East Machias,270,528
Maine,East Millinocket,1144,1470
Maine,Eastbrook,0,0
Maine,Easton,241,467
Maine,Eastport,474,339
Maine,Eddington,503,903
Maine,Edgecomb,0,0
Maine,Edinburg,0,0
Maine,Eliot,2839,1788
Maine,Ellsworth,2273,2356
Maine,Embden,181,375
Maine,Enfield,279,585
Maine,Etna,216,495
Maine,Eustis,173,253
Maine,Exeter,190,366
Maine,Fairfield,1428,1843
Maine,Falmouth,6147,2672
Maine,Farmingdale,903,768
Maine,Farmington,2225,1541
Maine,Fayette,388,421
Maine,Fort Fairfield,674,985
Maine,Fort Kent,1069,1141
Maine,Frankfort,220,441
Maine,Franklin,381,459
Maine,Franklin Cty Townships,0,0
Maine,Freedom,201,236
Maine,Freeport,4327,1675
Maine,Frenchboro,12,19
Maine,Frenchville,235,361
Maine,Friendship,309,477
Maine,Frye Island,38,19
Maine,Fryeburg,1060,813
Maine,Gardiner,1694,1471
Maine,Garfield Plt.,0,0
Maine,Garland,177,409
Maine,Georgetown,525,294
Maine,Gilead,0,0
Maine,Glenburn,1108,1612
Maine,Glenwood Plt.,0,0
Maine,Gorham,6460,4275
Maine,Gouldsboro,477,612
Maine,Grand Isle,107,119
Maine,Grand Lake Stream Plt,37,60
Maine,Gray,2653,2557
Maine,Great Pond,18,25
Maine,Greenbush,193,499
Maine,Greene,914,1663
Maine,Greenville,486,644
Maine,Greenwood,278,242
Maine,Guilford,248,466
Maine,Hallowell,1277,445
Maine,Hamlin,0,0
Maine,Hammond,0,0
Maine,Hampden,2451,2265
Maine,Hancock,659,778
Maine,Hancock Cty Townships,0,0
Maine,Hanover,101,92
Maine,Harmony,0,0
Maine,Harpswell,2379,1423
Maine,Harrington,0,0
Maine,Harrison,741,795
Maine,Hartford,278,428
Maine,Hartland,266,610
Maine,Haynesville,0,0
Maine,Hebron,323,427
Maine,Hermon,1447,2427
Maine,Hersey,8,33
Maine,Highland Plt.,42,71
Maine,Hiram,373,528
Maine,Hodgdon,113,613
Maine,Holden,871,1200
Maine,Hollis,1268,1535
Maine,Hope,653,443
Maine,Houlton,1046,1639
Maine,Howland,221,390
Maine,Hudson,0,0
Maine,Indian Township Vtng Dst,0,0
Maine,Industry,0,0
Maine,Island Falls,132,306
Maine,Isle Au Haut,0,0
Maine,Islesboro,309,120
Maine,Jackman,0,0
Maine,Jackson,134,191
Maine,Jay,1220,1375
Maine,Jefferson,679,951
Maine,Jonesboro,0,0
Maine,Jonesport,0,0
Maine,Kenduskeag,242,514
Maine,Kennebunk,5368,2682
Maine,Kennebunkport,1777,926
Maine,Kingfield,0,0
Maine,Kingsbury Plt.,0,0
Maine,Kittery,4418,1809
Maine,Knox,415,540
Maine,LaGrange,0,0
Maine,Lake View Plt.,0,0
Maine,Lakeville,0,0
Maine,Lamoine,616,576
Maine,Lebanon,1232,2178
Maine,Lee,140,350
Maine,Leeds,505,818
Maine,Levant,477,1149
Maine,Lewiston,9578,7206
Maine,Liberty,265,308
Maine,Limerick,813,948
Maine,Limestone,0,0
Maine,Limington,856,1357
Maine,Lincoln,813,1723
Maine,Lincoln Plt.,0,0
Maine,Lincolnville,1059,548
Maine,Linneus,93,411
Maine,Lisbon,2190,2853
Maine,Litchfield,850,1260
Maine,Littleton,141,381
Maine,Livermore,573,783
Maine,Livermore Falls,540,809
Maine,Long Island,133,53
Maine,Lovell,399,353
Maine,Lowell,56,193
Maine,Lubec,457,406
Maine,Ludlow,0,0
Maine,Lyman,1315,1537
Maine,Machias,395,461
Maine,Machiasport,216,336
Maine,Macwahoc Plt.,12,30
Maine,Madawaska,1143,940
Maine,Madison,928,1411
Maine,Magalloway Plt.,0,0
Maine,Manchester,832,810
Maine,Mapleton,406,726
Maine,Mariaville,0,0
Maine,Mars Hill,222,511
Maine,Marshfield,102,208
Maine,Masardis,0,0
Maine,Matinicus Isle Plt.,0,0
Maine,Mattawamkeag,120,257
Maine,Maxfield,0,0
Maine,Mechanic Falls,650,989
Maine,Meddybemps,0,0
Maine,Medford,46,112
Maine,Medway,0,0
Maine,Mercer,0,0
Maine,Merrill,43,91
Maine,Mexico,556,676
Maine,Milbridge,326,391
Maine,Milford,861,922
Maine,Millinocket,1049,1310
Maine,Milo,410,781
Maine,Minot,676,1040
Maine,Monhegan Plt.,51,7
Maine,Monmouth,1079,1397
Maine,Monroe,308,266
Maine,Monson,173,289
Maine,Monticello,96,335
Maine,Montville,346,266
Maine,Moose River,0,0
Maine,Moro Plt.,0,0
Maine,Morrill,242,355
Maine,Moscow,74,194
Maine,Mount Chase,39,81
Maine,Mount Desert,1066,381
Maine,Mount Vernon,0,0
Maine,Naples,1039,1389
Maine,Nashville Plt.,7,16
Maine,New Canada,61,93
Maine,New Gloucester,1720,1757
Maine,New Limerick,115,253
Maine,New Portland,0,0
Maine,New Sharon,391,528
Maine,New Sweden,137,178
Maine,New Vineyard,154,293
Maine,Newburgh,366,599
Maine,Newcastle,923,403
Maine,Newfield,362,575
Maine,Newport,0,0
Maine,Newry,163,119
Maine,Nobleboro,729,559
Maine,Norridgewock,687,1128
Maine,North Berwick,1465,1557
Maine,North Haven,0,0
Maine,North Yarmouth,1862,1018
Maine,Northfield,38,81
Maine,Northport,670,408
Maine,Norway,1400,1363
Maine,Oakfield,0,0
Maine,Oakland,1681,1853
Maine,Ogunquit,731,311
Maine,Old Orchrd Bch,3708,2368
Maine,Old Town,2365,1668
Maine,Orient,0,0
Maine,Orland,691,693
Maine,Orono,3728,1200
Maine,Orrington,1089,1405
Maine,Osborn,0,0
Maine,Otis,153,323
Maine,Otisfield,535,605
Maine,Owl's Head,584,454
Maine,Oxbow Plt.,0,0
Maine,Oxford,807,1456
Maine,Oxford Cty Townships,0,0
Maine,Palermo,381,537
Maine,Palmyra,325,800
Maine,Paris,1280,1494
Maine,Parkman,0,0
Maine,Parsonsfield,469,564
Maine,Passadumkeag,0,0
Maine,Patten,0,0
Maine,Pembroke,0,0
Maine,Penobscot,512,306
Maine,Penobscot Cty Townships,0,0
Maine,Penobscot Nation Vot Dst,0,0
Maine,Perham,0,0
Maine,Perry,0,0
Maine,Peru,322,561
Maine,Phillips,0,0
Maine,Phippsburg,794,745
Maine,Piscataquis Cty Townshps,26,61
Maine,Pittsfield,817,1156
Maine,Pittston,691,1034
Maine,Pleasant Point Votng Dst,0,0
Maine,Pleasant Ridge Plt.,0,0
Maine,Plymouth,230,505
Maine,Poland,1513,1906
Maine,Portage Lake,99,160
Maine,Porter,328,521
Maine,Portland,33784,6483
Maine,Pownal,685,489
Maine,Presque Isle,1849,2266
Maine,Princeton,118,340
Maine,Prospect,170,242
Maine,Randolph,467,533
Maine,Rangeley,294,449
Maine,Rangeley Plt.,57,86
Maine,Raymond,1589,1472
Maine,Readfield,943,818
Maine,Reed Plt.,0,0
Maine,Richmond,934,1056
Maine,Ripley,100,195
Maine,Robbinston,0,0
Maine,Rockland,2493,1363
Maine,Rockport,1694,776
Maine,Rome,0,0
Maine,Roque Bluffs,0,0
Maine,Roxbury,0,0
Maine,Rumford,1275,1502
Maine,Sabattus,1034,1765
Maine,Saco,7794,4497
Maine,Saint Agatha,292,334
Maine,Sandy River Plt.,0,0
Maine,Sanford,5382,5176
Maine,Sangerville,255,479
Maine,Scarborough,9487,5217
Maine,Searsmont,430,481
Maine,Searsport,843,721
Maine,Sebago,529,719
Maine,Sebec,117,305
